a,a,a,a,a
114010160,DIDION MILLING INC,Clinton St.,Horicon,Dodge
114010270,WAUPUN MEMORIAL HOSPITAL,620 W Brown St,Waupun,Dodge
114010820,HOPKINS AGRICULTURAL CHEM CO HACCO INC,110 W Hopkins Rd,Randolph,Dodge
114011150,MAYVILLE LIMESTONE INC,W2848 State Road 33,Mayville,Dodge
114011260,M & M GRAY IRON FDRY INC,640 Maxon St,Waupun,Dodge
114011480,KIRSH FOUNDRY INC,125 Rowell St,Beaver Dam,Dodge
114011590,JOHN DEERE HORICON WORKS SWAN ROAD TEST SITE,W5728 Swan Rd,Burnett,Dodge
114011920,WESTERN LIME & CEMENT CO,County H & Y,Lomira Township,Dodge
114012030,DEPT OF ADM -WAUPUN CORRECTIONAL INSTITUTION,201 S Drummond St,Waupun,Dodge
114012690,METALCRAFT OF MAYVILLE INC,1000 Metalcraft Dr,Mayville,Dodge
114012910,UNITED PETROLEUM,1112 Madison St,Beaver Dam,Dodge
114014340,PIERCE'S SUPERMARKET,100 South Blvd,Baraboo,Sauk
114014450,WI DOC FOX LAKE CORRECTIONAL INSTITUTE,W 10237 Lake Emily Road,Fox Lake,Dodge
114021710,GRANDE CHEESE CO,N11689 Dairy Rd,Brownsville,Dodge
114025890,WOODLAND ALUMINUM CASTING,Woodland,Woodland,Dodge
114037770,GARDNER MFG CO,1201 W Lake St,Horicon,Dodge
114042500,UNITED ETHANOL LLC,N7160 Raceway Rd,Beaver Dam,Dodge
114042720,SENECA FOODS CORP,640 Caughlin Road,Clyman,Dodge
114044260,KRAFT HEINZ,419 S Center St,Beaver Dam,Dodge
114045140,MILLER'S SKELLY STATION,700 N Spring St,Beaver Dam,Dodge
114045800,SCHMITTY'S DEEP ROCK,326 S Spring St,Beaver Dam,Dodge
114047560,UNITED COOPERATIVE,W9710 Cty Hwy D,Beaver Dam,Dodge
114052510,JOHN DEERE HORICON WORKS,300 N Vine St,Horicon,Dodge
114055370,BREUER METAL-CRAFTSMEN INC,500 Beichl Ave,Beaver Dam,Dodge
114056250,JOHN DEERE HORICON WORKS - 101 BUILDING,Cth E,Horicon,Dodge
114057350,GLEASON REEL CO,600 S Clark St,Mayville,Dodge
114058120,QUAD/GRAPHICS INC - LOMIRA,PO Box 2718,Lomira,Dodge
114059550,SPUNCAST INC,W6499 Rhine Rd,Watertown,Dodge
114061200,BEAVER DAM COMMUNITY HOSPITAL,707 S University Ave,Beaver Dam,Dodge
114063510,API HEAT TRANSFER,1025 Industrial Rd,Iron Ridge,Dodge
114063950,ADVANCED DISPOSAL SERVICES GLACIER RIDGE LANDFILL LLC,N7296 County Road V,Horicon,Dodge
114064170,BAKER-RULLMAN MFG INC,W4645 Hwy 19 (Aka 1401 Main St.),Watertown,Jefferson
114064280,BURGESS-NORTON MFG CO,201 Industrial Dr,Beaver Dam,Dodge
114065930,BEAVER CLEANERS & LAUNDERERS,111 W Maple Ave,Beaver Dam,Dodge
114066700,R E PHELON INC,990 Richard St,Lomira,Dodge
114067910,FEDERAL MOGUL SINTERED PRODUCTS,401 Industrial Dr,Waupun,Dodge
114069560,K&L SERVICES,1101 Declark St,Beaver Dam,Dodge
114070110,J B KENEHAN LLC,555 Beichl Ave,Beaver Dam,Dodge
114070220,BEAVER DAM HIGH SCHOOL,Gould Street,Beaver Dam,Dodge
114070660,MICHELS WATERLOO QUARRY,W11184 Hubbleton Rd,Waterloo,Dodge
114071210,ASSOCIATE ENGINEERING CORP,606 S Lake St,Hustisford,Dodge
114071870,PAYNE & DOLAN-HUSTISFORD CONTROL #4,N2502 County Highway R,Hustisford,Dodge
114072310,TAB PRODUCTS CO,605 4th St,Mayville,Dodge
114072420,STONE HOUSE DEVELOPMENT INC,913 N Spring St,Beaver Dam,Dodge
114074730,APACHE STAINLESS EQUIPMENT CORP,200 Industrial Dr,Beaver Dam,Dodge
114075720,ABC CLEANERS & LAUNDRY,324 S Spring St,Beaver Dam,Dodge
114076490,NHI HORICON,300 Industrial Dr,Horicon,Dodge
114076930,KING MANUFACTURING CORP,1100 S Watertown St,Waupun,Dodge
114078140,BUREAU OF CORRECTIONAL ENTERPRISES - WAUPUN,202 S Madison St,Waupun,Dodge
114078910,WOODLAND CONTAINER CORP,1107 Commerce Ct,Horicon,Dodge
114079240,ELECTRONIC COMPONENTS & SERVICES,Same,Fox Lake,Dodge
114080450,BEAVER DAM PRODUCTS CORP,151 Industrial Dr,Beaver Dam,Dodge
114081990,WISCONSIN AND SOUTHERN RAILROAD CO,511 Barstow St,Horicon,Dodge
114083750,PANEX CORP,400 E Burnett St,Beaver Dam,Dodge
114085840,OLDE TYME CLEANERS,925 Horicon St,Mayville,Dodge
114086060,LAUNDRY CONNECTION,8406 Park Avenue,Beaver Dam,Dodge
114089250,TEMP-AIR CORP,N 901 North Highway 26,Emmet,Dodge
114091340,RUST-OLEUM,1200 Storbeck Dr,Waupun,Dodge
114093210,WISCONSIN VEHICLE RECYCLING INC,N11496 Cth M,Waupun,Dodge
114098270,PROGRESSIVE PACKAGING &DESIGN INC,W 9231 Bobolink Road,Reeseville,Dodge
114101790,CHEMICAL RESEARCH AND TECHNOLOGY,1951 Constitution Ave,Hartford,Washington
114102230,ANCHOR LAMINA AMERICA INC,151 Industrial Dr Ste A,Beaver Dam,Dodge
114106300,MAYVILLE ENGINEERING COMPANY INC- BEAVER DAM -PHOENIX COATERS EAST,210 Corporate Dr,Beaver Dam,Dodge
114107950,UNITED COOPERATIVE,101 Clinton St,Horicon,Dodge
114108610,LMI MANUFACTURING INC,W352 Hwy 33 West,Allenton,Dodge
114110260,PRECISION BODY & FRAME INC,Same,Mayville,Dodge
114110480,SKYGEN ENERGY-NORTH BEAVER DAM SUBSTATION,W8511 County Road B,Beaver Dam,Dodge
114110700,POLYFIRST PACKAGING,2261 Innovation Way,Hartford,Washington
114111140,S Q POWDER COATING,306 Mill St,Fox Lake,Dodge
114117410,KONDEX CORP,1500 Technology Dr,Lomira,Dodge
114118180,MAYVILLE ENGINEERING COMPANY CO INC - BEAVER DAM - PHOENIX COATERS WEST,120 Industrial Dr,Beaver Dam,Dodge
114120820,TNT STACK EQUIPMENT INC,2030 Constitution Ave,Hartford,Washington
114121810,MAYVILLE ENGINEERING COMPANY INC MEC NORTH,800 Horicon St,Mayville,Dodge
114122910,MIDWEST MANUFACTURING,W3247 County Rd S,Iron Ridge,Dodge
114123790,GENERAL THERMODYNAMICS,222 W Pleasant St Ste B,Iron Ridge,Dodge
122003640,E J STONEMAN STATION,716 Jack Oak Road,Cassville,Grant
122003860,RAPID DIE & MOLDING CO INC AMELIA ST PLT,800 E Amelia St,Cassville,Grant
122004190,FOREMOST FARMS USA - LANCASTER,932 N Madison St,Lancaster,Grant
122005290,MONTCHEVRE BETIN INC,920 E. Platteville Ave,Belmont,Lafayette
122005840,WI DOA / UW-PLATTEVILLE,935 Greenwood Ave,Platteville,Grant
122005950,IVERSON CONSTRUCTION INC 33-10,,Elkader Iowa,
122006610,BEMIS PACKAGING INC - LANCASTER,1309 Bemis Rd,Lancaster,Grant
122008040,SPECTRUM BRANDS INC,100 Rayovac Ct,Fennimore,Grant
122014530,WPL - NELSON DEWEY GENERATING STATION,11999 County Road Vv,Cassville,Grant
122015740,LOUDSPEAKER COMPONENTS LLC,7596 US Highway 61,Lancaster,Grant
122015960,MILK SPECIALTIES GLOBAL - BOSCOBEL,State Road 133 West,Boscobel,Grant
122027730,FENNIMORE MUNICIPAL UTILITIES,860 Lincoln Ave,Fennimore,Grant
122031250,UNIVERSAL ACOUSTIC & EMISSIONS TECHNOLOGY,815 Industrial Dr,Muscoda,Grant
122035100,CARLIN DANIEL & JOYCE,Rr 2,Boscobel,Grant
122035210,PLATTEVILLE CLEANERS,250 W. Main Street,Platteville,Grant
122035760,RAINBOW DRY CLEANERS,1280 7th St,Fennimore,Grant
122037850,ONE HOUR CLEANERS,50 S Water St,Platteville,Grant
122038840,LEN'S PAINT'N PLACE,3530 Hwy Hhh,Kieler,Grant
122038950,MUSCODA PROTEIN PRODUCTS,960 Industrial Drive,Muscoda,Grant
122042800,MID AMERICA DAIRYMEN - BOSCOBEL,Industrial Park,Boscobel,Grant
122044890,HOMETTE CORP,Us Highway 61 N,Lancaster,Grant
122049510,BEMIS WISCONSIN LLC - BOSCOBEL,901 Morrison Dr,Boscobel,Grant
122049950,SCOT INDUSTRIES,810 E Nebraska St,Muscoda,Grant
122051820,WISCONSIN SECURE PROGRAM FACILITY,1101 Morrison Dr,Boscobel,Grant
122055890,SKYGEN ENERGY-HILLMEN SUBSTATION,5931 Southwest Rd # 80,Platteville,Grant
122056000,SKYGEN ENERGY- LANCASTER 138 SUBSTATION,9070 State Road 129,Lancaster,Grant
122058530,BFM AUTOMOTIVE SPECIALISTS,3644 Co Rd Hhh,Kieler,Grant
122061830,PACKERS CHEMICAL,3729 Peddle Hollow Rd,Kieler,Grant
122063590,GAVILON GRAIN LLC,524 Highway 11,Hazel Green,Grant
122063700,GAVILON - PRAIRIE DU CHIEN,800 N Villa Louis Rd,Prairie Du Chien,Crawford
122064250,ADM GRAIN - BOSCOBEL,6250 Borden Rd,Boscobel,Grant
122064470,PATTISON SAND CO LLC - SALZGEBER QUARRY,Old 61,Boscobel,Grant
122065790,GRO ALLIANCE LLC,613 N Randolph St,Cuba City,Grant
123002880,ORCHID MONROE LLC,350 21st St,Monroe,Green
123002990,AVONMORE CHEESE INC,405 18th Ave,Monroe,Green
123006180,INDUSTRIAL COMBUSTION LLC,351 21st St,Monroe,Green
123006840,MID AMERICA DAIRYMEN - JUDA,N2607 Cnty S,Juda,Green
123007390,GREEN CO SOLID WASTE MGT BOARD,Decatur Township,Brodhead,Green
123008160,PLEASANT VIEW NURSING HOME,Argyle Road,Monroe,Green
123012670,GREDE WISCONSIN SUBSIDIARIES LLC (BROWNTOWN),N2480 County Road M,Browntown,Green
123014430,INTERNATIONAL INGREDIENTS CORP,301 W 13th St,Monroe,Green
123015860,CITATION WISCONSIN CASTINGS,Cth M,Cadiz,Green
123017510,RR DONNELLEY (FORMERLY MOORE RESPONSE),350 17th St,Monroe,Green
123017620,KUHN NORTH AMERICA,1501 W 7th Ave,Brodhead,Green
123021800,MONROE ONE HOUR CLEANERS INC,1629 9th Street,Monroe,Green
123022020,GRANDE CHEESE CO,N2689 Cth S,Juda,Green
123022790,ALBANY CARBIDE CORP,800 Briggs Dr,Albany,Green
123022900,THE MONROE CLINIC,515 22nd Ave,Monroe,Green
123025210,MONROE TRUCK EQUIPMENT INC,1051 W 7th St,Monroe,Green
123025760,SWISS HERITAGE CHEESE CO,114 E Coates Ave,Monticello,Green
123029610,STOUGHTON TRAILERS LLC - PLANT 4,302 23rd St,Brodhead,Green
123033240,NORTHERN NATURAL GAS-BELLEVILLE COMPRESSOR S,N4982 Center Rd,Monroe,Green
123038080,BADGER STATE ETHANOL INC,820 W 17th St,Monroe,Green
123040060,GREEN COUNTY SOLID WASTE,W2002 CO HWY SS,BRODHEAD,Green
123456778,NELSON DIVISION - BLOOMER PLANT,20th Avenue,Bloomer,Green
125003230,STOKELY USA INC,403 Hwy 80 N Cobb,Cobb,Iowa
125005100,IVEY RED-MIX,1020 Bollerud St,Mineral Point,Iowa
125005760,CUMMINS EMISSION SOLUTIONS-MINERAL POINT,856 Fair St,Mineral Point,Iowa
125005870,MECO INTERNATIONAL INC,Liberty Street,Mineral Point,Iowa
125006310,DODGEVILLE MEMORIAL HOSPITAL,800 Compassion Way,Dodgeville,Iowa
125006970,IOWA COUNTY HIGHWAY DEPT,3307 County Road Z,Dodgeville,Iowa
125012360,WALNUT HOLLOW FARM,1409 State Road 23,Dodgeville,Iowa
125019620,VILLAGE OF MUSCODA,Cth P & Sth 133,Muscoda,Iowa
125024680,SPEEDY CLEANERS & LAUNDRY INC,Same,,Iowa
128002490,WATERTOWN WASTEWATER TREATMENT FACILITY,800 Hoffman Dr,Watertown,Jefferson
128002820,JONES DAIRY FARM,601 Jones Ave,Fort Atkinson,Jefferson
128002930,VALERO RENEWABLE FUELS COMPANY LLC,W5289 Valero Way,Johnson Creek,Jefferson
128003040,BRIESS INDUSTRIES WATERLOO MALTING DIVISION,901 W Madison St,Waterloo,Jefferson
128003370,COLD SPRING EGG FARM,W2024 State Road 59,Palmyra,Jefferson
128003700,NESTLE PURINA PETCARE,150 W Riverview Dr,Jefferson,Jefferson
128004470,WATERTOWN WATERWORKS,806 S 1st St,Watertown,Jefferson
128005460,HAMLIN INC,612 E Lake St,Lake Mills,Jefferson
128006120,WI DOA / UW-WHITEWATER POWER PLT,734 Lauderdale Drive,Whitewater,Jefferson
128007220,NRV INC,219 American Street,Ixonia,Jefferson
128007550,AVON HI-LIFE INC,110 Lincoln St,Johnson Creek,Jefferson
128007990,RESOURCE RECOVERY,1022 S 12th St,Watertown,Jefferson
128008100,MCCAIN FOODS USA INC,801 W Rockwell Ave,Fort Atkinson,Jefferson
128008210,TYSON PREPARED FOODS INC,1 Rock River Rd,Jefferson,Jefferson
128008430,WATER POLLUTION CONTROL CN,Farm Co La,Fort Atkinson,Jefferson
128008540,GENERAC POWER SYSTEMS INC - THE HUB CONSOLIDATED WAREHOUSE,351 Collins Rd,Jefferson,Jefferson
128008760,TREK BICYCLE CORP,801 W Madison St,Waterloo,Jefferson
128008870,WIS-PAK OF WATERTOWN INC,860 West St,Watertown,Jefferson
128008980,SCHULER'S PIC N SAV,Route 26 South,Watertown,Jefferson
128009090,EATON CORP,901 S 12th St,Watertown,Jefferson
128009200,DE LA RUE,705 S 12th St,Watertown,Jefferson
128009310,OSI INDUSTRIES LLC,1200 Industrial Dr,Fort Atkinson,Jefferson
128009970,WESTERN INDUSTRIES INC,1141 S 10th St,Watertown,Jefferson
128025700,UNITED PETROLEUM,219 S Main St,Lake Mills,Jefferson
128027350,DAYBREAK FOODS CREEKWOOD COMPLEX - EGG PKG PLANT,N5505 Crossman Rd,Lake Mills,Jefferson
128033730,AGRILINK FOODS INC - FORT ATKINSON,452 Jones Ave,Fort Atkinson,Jefferson
128047920,AD TECH INDUSTRIES INC,110 S Votech Dr,Watertown,Jefferson
128048250,MASTERMOLD LLC,111 Grell Ln,Johnson Creek,Jefferson
128048360,DIVERSEY INC,316 Hart St,Watertown,Jefferson
128048690,MASTERMOLD,N864 State Road 26,Watertown,Dodge
128049790,FIBERDOME INC - PLANT 2,865 Stony Rd,Lake Mills,Jefferson
128051880,UNLIMITED RENEWABLES LLC,N5505 Crossman Rd,Lake Mills,Jefferson
128054630,HOARD PRINTING COMPANY THE,520 Edward St,Fort Atkinson,Jefferson
128055290,LAKE MILLS CLEANERS AND DYERS INC,804 N Main St,Lake Mills,Jefferson
128055620,FORT HEALTHCARE,611 Sherman Ave E,Fort Atkinson,Jefferson
128056170,REISS INDUSTRIES INC,319 Hart St,Watertown,Jefferson
128058260,SPACESAVER CORP,1700 S Janesville Ave,Fort Atkinson,Jefferson
128058590,FIBERDOME INC-PLANT #1,202 Sandy Beach Rd,Lake Mills,Jefferson
128058920,WATERTOWN HOPS CO,1224 American Way,Watertown,Jefferson
128059250,BALL CONTAINER LLC,105 E Blackhawk Dr,Fort Atkinson,Jefferson
128061890,HIGHWAY 26 COIN LAUNDRY,1216 Utah St,Watertown,Jefferson
128062220,MAASS REFRIGERATION SYSTEM,1221 W Main St,Watertown,Jefferson
128062550,DEER TRACK PARK LANDFILL,N6756 Waldmann Ln,Watertown,Jefferson
128062880,MULTI-COLOR CORP,1222 Perry Way,Watertown,Jefferson
128063540,D & L PALLET,315 Hart St,Watertown,Jefferson
128063980,FISHER BARTON BLADES INC,201 Frederick St,Watertown,Jefferson
128064200,VALLIN ENTERPRISE INC,412 E Main St,Watertown,Jefferson
128064750,JEFFERSON CLEANERS,124 East Milwaukee Street,Jefferson,Jefferson
128065080,WISCONSIN ELECTRIC POWER COMPANY D/B/A WE ENERGIES - CONCORD STATION,499 S Concord Ave,Watertown,Jefferson
128065410,J G VAN HOLTEN & SON INC,703 W Madison St,Waterloo,Jefferson
128067610,STANDARD PROCESS INC,1200 W Royal Lee Dr,Palmyra,Jefferson
128070910,FRONTIER FS A DIVISION OF GROWMARK,115 E Puerner St,Jefferson,Jefferson
128071900,METALTEK INTERNATIONAL - WISCONSIN INVESTCAST DIV,661 S 12th St,Watertown,Jefferson
128072120,KENDALL PACKAGING - JEFFERSON DIVISION,707 N Parkway St,Jefferson,Jefferson
128075750,DUCKERT PALLET CORP,310 Portland Rd,Waterloo,Jefferson
128080040,HOFBRAU TAVERN,140 Union St,Johnson Creek,Jefferson
128085210,LSP - WHITEWATER LIMITED PARTNERSHIP,111 County Road U,Whitewater,Jefferson
128088620,JEFFERSON COUNTY FARMCO - PALMYRA,212 S 3rd St,Palmyra,Jefferson
128088730,JEFFERSON COUNTY FARMCO - IXONIA 1,W1255 Marietta Ave,Ixonia,Jefferson
128089170,FRONTIER FS A DIVISION OF GROWMARK - IXONIA,W1255 Marietta Ave,Ixonia,Jefferson
128089720,LOEB-LORMAN METALS INC,115 Lorman St,Fort Atkinson,Jefferson
128090600,EPIC RESINS,600 Industrial Blvd,Palmyra,Jefferson
128098190,GREEN-TECH INDUSTRIES LLC,134 W Candise St,Jefferson,Jefferson
128098300,STANDARD PROCESS INC(FARM HEADQUARTERS),1806 W Hwy 59,Palmyra,Jefferson
128100940,FORT QUICK CLEANERS & LAUNDRY,1515 Janesville Ave,Fort Atkinson,Jefferson
128103250,FISHER BARTON,1040 S 12th St,Watertown,Jefferson
128105230,GENERAC POWER SYSTEMS -WHITEWATER,757 N Newcomb St,Whitewater,Jefferson
128106000,BADGER PRESS INC,100 E Blackhawk Dr,Fort Atkinson,Jefferson
128106770,SUPERIOR VALLEY MEADOWS LANDFILL,Same,Fort Atkinson,Jefferson
128114140,G A S ENERGY TECHNOLOGY INC,W5431 Hoge Road,Koshkonong,Jefferson
128119860,CHECKI'S AUTO & TRUCK PAINTING,420 Water Tower Ct,Watertown,Jefferson
128121070,CHAPTER 2 INC,305 S Cp Ave,Lake Mills,Jefferson
128121840,FIBERDOME PLANT 3,513 E Tyranena Park Rd,Lake Mills,Jefferson
128122170,FIBERDOME PLANT 4,539 E Tyranena Park Rd,Lake Mills,Jefferson
128122390,UNITED COOPERATIVE-JOHNSON CREEK,210 Grell Ln,Johnson Creek,Jefferson
128122610,REGIUS RUBBER LLC,Commercial Avenue,Waterloo,Jefferson
128122940,GENERAC POWER SYSTEMS,900 North Pkwy,Jefferson,Jefferson
128123050,LOEB-LORMAN METALS INC,1111 S 10th St,Watertown,Jefferson
128123160,LOEB-LORMAN METALS INC,1326R S 9th St,Watertown,Jefferson
128125580,CROSSCUT WOODCRAFT INC,N8192 Oak Dr,Ixonia,Jefferson
128127340,GREEN-PAK LLC,1120 N Main St,Fort Atkinson,Jefferson
128128110,VALERO RENEWABLE FUELS,N5355 Junction Rd,Jefferson,Jefferson
128155350,BADGER BIODIESEL INC,N2797a Hwy 26,Clyman,Jefferson
133006610,AL'S TRUCKING COMPANY INC,Co Tr K 2 1/2 Mi SE,Darlington,Lafayette
133015410,MERKLE-KORFF,1 Merkle Korpf Ln,Darlington,Lafayette
133017720,ARGYLE MUNICIPAL ELECTRIC UTILITY,100 W Milwaukee St,Argyle,Lafayette
133021680,DANCO PRAIRIE FS COOPERATIVE,Railroad St,Argyle,Lafayette
133023000,PLAZA CLEANERS,153 Wells St,Darlington,Lafayette
133025310,WHITE'S IOCO,149 Main St,Benton,Lafayette
133026190,CARGILL AG HORIZONS,6526 County Road Ouest,Shullsburg,Lafayette
133027510,ADM GRAIN COMPANY -BELMONT,898 First Capital Drive,Belmont,Lafayette
133028280,SWISS VALLEY FARMS SHULLSBURG,110 Miner Way,Shullsburg,Lafayette
153003620,BURNSTAD SUPERMARKET,Hwy 14E,Richland Center,Richland
153005710,RICHLAND CENTER FOUNDRY CO,1000 Foundry Dr E,Richland Center,Richland
153008900,FOREMOST FARMS USA - RICHLAND CENTER,684 S Church St,Richland Center,Richland
153021330,RICHLAND COUNTY HIGHWAY DEPT,179 W Gage St,Richland Center,Richland
153022210,S&S CYCLE INC,14025 Cth G,Viola,Richland
153025400,SEATS INC,1140 Sextonville Rd,Richland Center,Richland
153025950,NELSON HARDWOOD LUMBER CO INC,Sawmill Rd,Orion,Richland
153028040,SCHREIBER WEST,920 Sextonville Rd,Richland Center,Richland
153033430,RICHLAND CENTER RENEWABLE ENERGY,24520 County Hwy Rc,Richland Center,Richland
154000350,ROCK CNTY/CTY OF JANESVILLE LANDFILL,525 Black Bridge Road,Janesville,Rock
154000440,LANDMARK RAIL FACILITY,6524 North Highway M,Evansville,Rock
154000990,COMO INDUSTRIAL EQUIPMENT,130 Freedom Ln,Janesville,Rock
154001100,GLOBE SHEET METAL WORDS INC,822 Beloit Ave,Janesville,Rock
154001760,TOWN OF BELOIT WASTEWATER TREATMENT PLANT,3629 S Walters Rd,Beloit,Rock
154002420,JANESVILLE WATER POLLUTION PLANT,3300 Tripp Rd,Janesville,Rock
154002860,GM- NAO JANESVILLE- TRUCK PLATFORM,1000 General Motors Dr,Janesville,Rock
154002970,COLTEC IND FAIRBANKS MORSE ENGINE DIV,701 White Ave,Beloit,Rock
154003080,BELOIT BOX BOARD COMPANY INC,801 2nd St,Beloit,Rock
154003630,WPL - BLACKHAWK GENERATING STATION,852 Pleasant St,Beloit,Rock
154003740,WPL - ROCK RIVER GENERATING STATION,827 Wbr Townline Road,Beloit,Rock
154003800,FRANK BROS INC,Hwy 59 East of Milton,Milton,Rock
154003960,ABITEC CORP,1530 S Jackson St,Janesville,Rock
154004290,HORMEL FOODS CORP,3000 Kennedy Dr,Beloit,Rock
154004620,THE SCHLUERTER CO,112 E. Centerway,Janesville,Rock
154005170,SENECA FOODS CORP - JANESVILLE PLANT,418 E Conde St,Janesville,Rock
154005390,BLAIN SUPPLY INC,3507 E Racine St,Janesville,Rock
154005500,BELOIT DYE WORKS & DRY CLEANERS,1036 4th St,Beloit,Rock
154005720,GENTLEMEN OF THE PRESS INC,1215 Cranston Rd Ste 1,Beloit,Rock
154006270,DORSEY TRAILERS INC,405 E Fulton St,Edgerton,Rock
154006490,BLACKHAWK DRY CLEANERS,1944 Center Ave,Janesville,Rock
154007590,LANDMARK SERVICES CORP,6631 N County Road M,Evansville,Rock
154007700,LYCON INC,1110 Harding St,Janesville,Rock
154008030,ROCK ROAD COMPANIES INC - MILTON PLANT,Hwy 59 East of Milton,Milton,Rock
154008140,JANESVILLE-SACKNER GROUP,2315 Beloit Ave,Janesville,Rock
154008360,BAKER MFG CO,133 Enterprise St,Evansville,Rock
154008690,HUFCOR INC,2101 Kennedy Rd,Janesville,Rock
154008800,FRITO-LAY INC,2810 Kennedy Dr,Beloit,Rock
154009020,PEPSI COLA GENERAL BOTTLERS INC,2820 Prairie Ave,Beloit,Rock
154009130,EVONIK CORP,900 S Palm St,Janesville,Rock
154009240,BELOIT MEMORIAL HOSPITAL,1969 W Hart Rd,Beloit,Rock
154009570,RIVERSIDE PLATING COMPANY INC,1623 Beloit Ave,Janesville,Rock
154009680,WI DOA / WI SCHOOL FOR VISUALLY HANDICAPPD,1700 W State St,Janesville,Rock
154009900,WPL - SHEEPSKIN GENERATING STATION,5538 W State Road 59,Edgerton,Rock
154010010,MERCY HOSPITAL AND TRAUMA CENTER,1000 Mineral Point Ave,Janesville,Rock
154015950,MORGAN CORP,3100 E Morgan Way,Janesville,Rock
154045980,GENENCOR,2600 Kennedy Dr,Beloit,Rock
154054010,ANR PIPELINE CO JANESVILLE COMPRESSOR STA,6827 N Consolidated School Rd,Janesville,Rock
154054230,C Z CHEMICAL INC,1445 Yates Ave,Beloit,Rock
154054670,BLUESCOPE BUILDINGS NORTH AMERICA,273 Water St,Evansville,Rock
154055000,UNIVERSAL FOREST PRODUCTS - EASTERN DIVISION,305 E Burbank Ave,Janesville,Rock
154055220,RATH MFG CO,2505 Foster Ave,Janesville,Rock
154056430,SSI TECHNOLOGIES INC,3330 Palmer Dr,Janesville,Rock
154058190,JANESVILLE CITY/ROCK COUNTY LANDFILL,18 N Jackson St,Janesville,Rock
154058300,IKI MANUFACTURING,107 Maple Ct,Edgerton,Rock
154058740,REGAL BELOIT CORPORATION - DURST DIVISION,Buss/Shopiere Rd,Beloit,Rock
154062150,AIR PRODUCTS PERFORMANCE MFG INC,337 Vincent St,Milton,Rock
154062700,AKZO CHEMICALS INC WAS AKZO CHEMIE AMERICA,114 E Conde St,Janesville,Rock
154067980,ROBINSON'S DRY CLEANERS,1819 E Milwaukee St,Janesville,Rock
154068090,ROBINSON'S DRY CLEANERS,1838 W Court St,Janesville,Rock
154070730,NORWOOD PROMOTIONAL PRODUCTS INC,1309 Plainfield Ave,Janesville,Rock
154071720,OAKLAWN ACADEMY,432 Liguori Rd,Edgerton,Dane
154073150,BELOIT COLLEGE,700 College St,Beloit,Rock
154076230,CITADEL FUNERAL SERVICES INC,929 W Terrington Dr,Janesville,Rock
154076340,ROCK ROAD COMPANIES INC - VAN ALLEN QUARRY,3340 Van Allen Rd,Janesville,Rock
154078980,FREEDOM GRAPHICS SYSTEM,1101 S Janesville St,Milton,Rock
154079860,ROCK ROAD COMPANIES INC - TOWNLINE PIT,Us Highway 51 S,Beloit,Rock
154086680,ONE HOUR MARTINIZING CLEANERS,2919 N Lexington Dr,Janesville,Rock
154088550,MERIS CLEANERS,917 4th St,Beloit,Rock
154090200,NORTH AMERICAN PIPE CORP,210 S Arch St,Janesville,Rock
154091740,MCCLEARY BRIDGE PROJECT,Mccleary Bridge,Wausau,Marathon
154096360,SCOT FORGE CO,105 Scott Dr,Clinton,Rock
154096580,BOURNS AUTOMOTIVE DIVISION,3200 Palmer Dr,Janesville,Rock
154097570,TANG INDUSTRIES-RIVERSIDE INDUSTRIAL COMPLEX,701 Lawton Ave,Beloit,Rock
154098780,STOUGHTON TRAILERS LLC - PLANT 7,101 County Road M,Evansville,Rock
154099880,WPL - RIVERSIDE ENERGY CENTER,Town Line Road,Beloit,Rock
154101200,BELOIT CITY OF,Pleasant Ave/Eclipse Ave,Beloit,Rock
154102190,QUALITY COMPOSITES,133 Freedom Lane,Beloit,Rock
154111430,MONROE TRUCK EQUIPMENT,901 Joliet St,Janesville,Rock
154117150,NORGE VILLAGE,1913 St Lawerence Ave,Beloit,Rock
154118580,JANESVILLE SAND & GRAVEL,1110 Harding St,Janesville,Rock
154120890,COOPERATIVE PLUS INC - CLINTON - FEED MILL,400 N Dodge St,Clinton,Rock
154121880,WPL - TURTLE GENERATING STATION,8301 S County Road G,Beloit,Rock
154122430,METALLIC BONDS LTD,1929 Royce Ave,Beloit,Rock
154126170,TOKAR INC,610 E Memorial Dr,Janesville,Rock
154127270,BELOIT ENERGY PROJECT,Colley Road And Willowbrook Road,Beloit,Rock
154130130,D & K COATING TECHNOLOGIES INC,1400 Venture Dr,Janesville,Rock
154130900,FARM CITY ELEVATOR (MILTON),302 Vincent St,Milton,Rock
154131010,FARM CITY ELEVATOR INC -ORFORDVILLE,403 W Brodhead St,Orfordville,Rock
154132660,SIGN A RAMA,1221 Venture Dr Ste 2,Janesville,Rock
154135300,AMERESCO JANESVILLE LLC,525 Black Bridge Rd,Janesville,Rock
154135630,METSO PAPER USA INC,1280 Willowbrook Rd,Beloit,Rock
154137830,FLEXO PLASTICS SOLUTIONS,401 E Conde St,Janesville,Rock
154138600,LITTLE LIMESTONE INC,8609 E Little Ln,Clinton,Rock
154144540,UNITED ETHANOL LLC,1250 Chicago St,Milton,Rock
